drinker,bar
"Erasmo Cardenas","Pouring Ribbons"
"Erasmo Cardenas","The Pool Lounge"
"Erasmo Duncan","The Counting Room"
"Erasmo Duncan","The Up & Up"
"Erasmo Holden",Barcade
"Erasmo Holden",Mayahuel
"Erasmo Holden","Raines Law Room"
"Eric Garrett","Little Branch"
"Eric Hoffman","169 Bar"
"Eric Hoffman","Raines Law Room"
"Erica Gibson","Lee's Tavern"
"Erica Jordan",PDT
"Erica Jordan","The Wayland"
"Erica Jordan","Townhouse of New York"
"Erica Morgan","King Cole Bar"
"Erich Stokes","McSorley's Old Ale House"
"Erick Barker",Barcade
"Erick Barker","Clover Club"
"Erick Douglas","Lee's Tavern"
"Erick Douglas","Spring Lounge"
"Erick Johnston","169 Bar"
"Erick Johnston","Townhouse of New York"
"Ericka Coffey","Dive Bar"
"Ericka Coffey","King Cole Bar"
"Ericka Coffey","Please Don't Tell"
"Ericka Coffey","the Campbell"
"Erik Sanchez","The Summit Bar"
"Erik Taylor","Ghost Donkey"
"Erik Taylor","Grand Banks"
"Erik Taylor","Maison Premiere"
"Erik Taylor","Until Tomorrow"
"Erika Estes","Bar Goto"
"Erika Estes","Broken Shaker"
"Erika Estes","Little Branch"
"Erika Mccall",Barcade
"Erika Mccall","Bemelmans Bar"
"Erika Mccall",Killmeyer's
"Erika Mccall",PDT
"Erika Parrish",7B
"Erin Bass","Clockwork Bar"
"Erin Bass","The Summit Bar"
"Erin Black","Aldo Sohm Wine Bar"
"Erin Black","Raines Law Room"
"Erin Gay","169 Bar"
"Erin Gay","Clover Club"
"Erin Gay","Dear Irving"
"Erma Davies","Keats Bar"
"Erma Davies",Nitecap
"Erma Davies","Orange Street"
"Erma Morales","169 Bar"
"Erma Morales",7B
"Erma Morales","Old Town Bar"
"Erma Reilly",LENA
"Erma Reilly","Until Tomorrow"
"Erna Mays","Blue Bar"
"Erna Mays","Dear Irving"
"Erna Mays",Mona's
"Erna Mays",PDT
"Ernest Casey","Tonic Bar"
"Ernest Harding",7B
"Ernest Harding",Barcade
"Ernest Harding","Raines Law Room"
"Ernest Harding","Townhouse of New York"
"Ernest Walls","The Wayland"
"Ernestine Owen","Connolly's Bar"
"Ernestine Owen",Killmeyer's
"Ernestine Soto","Employees Only"
"Ernestine Soto",Nitecap
"Ernesto Franco","Copper & Oak"
"Ernesto Vargas","Bemelmans Bar"
"Ernie Calhoun",Dante
"Ernie Calhoun",Nitecap
"Ernie Pham","Blind Tiger Ale House"
"Ernie Pham","Broken Shaker"
"Ernie Pham",Julius'
"Errol Black",7B
"Errol Black","Bemelmans Bar"
"Errol Black","KGB Bar"
"Errol Black",Mona's
"Ervin Butler",Boxer
"Ervin Butler","Little Branch"
"Ervin Duke","Connolly's Bar"
"Ervin Duke","Old Town Bar"
"Ervin Duke","Raines Law Room"
"Erwin Arnold",BlackTail
"Erwin Arnold","Bronx Alehouse"
"Erwin Arnold","Maison Premiere"
"Erwin Jacobs",7B
"Erwin Lozano",7B
"Eryn Ruiz","Clover Club"
"Eryn Ruiz","Lee's Tavern"
"Eshal Bradley","Dear Irving"
"Eshal Bradley",Killmeyer's
"Esmeralda Holden","The Ginger Man"
"Esmeralda Holden","Ty Bar"
"Esmeralda Krause","Bar Nine"
"Esmeralda Krause",Julius'
"Esmeralda Krause",Nitecap
"Esmeralda Krause","The Counting Room"
"Esteban Oneal","Copper & Oak"
"Esteban Oneal",Nitecap
"Estela Fields","Employees Only"
"Estela Fields","Gallow Green"
"Estella Adams","Ty Bar"
"Estella Vargas","169 Bar"
"Estella Vargas",7B
"Estella Vargas","Connolly's Bar"
"Estella Vargas","Dear Irving"
"Estelle Gallegos","Alewife Queens"
"Estelle Gallegos",Attaboy
"Estelle Gallegos",Bua
"Ester Mcintyre","Little Branch"
"Ester Mcintyre","Orange Street"
"Ester Moody","Bemelmans Bar"
"Ester Moody","Dear Irving"
"Ester Moody","KGB Bar"
"Ester Moody",Killmeyer's
"Esther Frye",Apotheke
"Esther Frye","Copper & Oak"
"Esther Osborne","ABC Beer Co."
"Esther Osborne","Maison Premiere"
"Esther Vaughn","Townhouse of New York"
"Ethan Bender",7B
"Ethan Lawson","Blind Tiger Ale House"
"Ethan Lucero","Bemelmans Bar"
"Ethan Lucero","Connolly's Bar"
"Ethan Lucero",Mayahuel
"Ethel Garcia",Bua
"Ethel Garcia","Dead Rabbit"
"Ethel Garcia","The NoMad Bar"
"Ethel Grimes","Bemelmans Bar"
"Ethel Grimes","Lee's Tavern"
"Etta Conner","Bemelmans Bar"
"Etta Conner","Dear Irving"
"Etta Conner","The Wayland"
"Etta Skinner",Dante
"Etta Skinner","Employees Only"
"Etta Skinner",Julius'
"Eugene Cox",Mace
"Eugene Cox","Rose Bar"
"Eugene Cox","The Honeywell"
"Eugene Hinton",Barcade
"Eugene Hinton",PDT
"Eugenia Klein","Connolly's Bar"
"Eugenia Klein","Dear Irving"
"Eugenia Klein","Spring Lounge"
"Eugenio Leach","Keats Bar"
"Eugenio Leach","Rose Bar"
"Eugenio Leach","Tonic Bar"
"Eugenio Shaw","Angel's Share"
"Eugenio Solomon","169 Bar"
"Eugenio Solomon",7B
"Eugenio Solomon","Aldo Sohm Wine Bar"
"Eugenio Solomon","Dear Irving"
"Eula Carlson",7B
"Eula Carlson","Connolly's Bar"
"Eula Carlson","Townhouse of New York"
"Eusebio Wagner","Dear Irving"
"Eusebio Wagner","Old Town Bar"
"Eusebio Wagner","Pegu Club"
"Eva Chavez","Grand Banks"
"Eva Cruz",Dante
"Evan Owen",Leyenda
"Evan Owen","Little Branch"
"Evan Owen","The Honeywell"
"Evan Rangel","Bar Sixtyfive"
"Evan Rangel","Orange Street"
"Evan Vincent","Blue Bar"
"Evan Vincent","Spring Lounge"
"Evangelina Callahan","Rainbow Room"
"Evangelina Callahan","Ty Bar"
"Evangelina Dawson","Aldo Sohm Wine Bar"
"Evangelina Dawson",Barcade
"Evangelina Dawson",Killmeyer's
"Evangelina Dawson","The Wayland"
"Evangeline Blevins",7B
"Evangeline Hale",Donna
"Evangeline Hale",Killmeyer's
"Evangeline Hale","Pegu Club"
"Eve Ponce",Donna
"Eve Ponce",Mayahuel
"Eve Schmitt",Barcade
"Eve Schmitt",Mayahuel
"Eve Schmitt","Raines Law Room"
"Evelyn Nielsen",Mayahuel
"Evelyn Nielsen","Raines Law Room"
"Evelyn Russell",Barcade
"Everett Guerrero",7B
"Everett Guerrero","Spring Lounge"
"Everett Stewart","Pegu Club"
"Everett Stewart","Raines Law Room"
"Everette Carter","Copper & Oak"
"Everette Potter",Rudy's
"Everette Potter","The 13th Step"
"Ezekiel Frye","the Campbell"
"Ezequiel Harrison","Broken Shaker"
"Ezequiel Harrison","Rose Bar"
"Ezequiel Harrison","Tonic Bar"
"Ezequiel Mcfarland","Donovan's Pub"
"Ezequiel Mcfarland","The NoMad Bar"
"Ezequiel Mora","Broken Shaker"
"Ezequiel Mora","Copper & Oak"
"Ezequiel Mora",Mace
"Ezequiel Mora",Nitecap
"Ezra Dixon","Connolly's Bar"
"Ezra Ross","The Aviary NYC"
"Ezra Ross","The Dead Rabbit"
"Ezra Thornton","Aldo Sohm Wine Bar"
"Ezra Thornton","Dear Irving"
"Ezra Thornton","The Wayland"
"Fabian Daniels","Blind Tiger Ale House"
"Fabian Daniels",Subject
"Fabian Davidson","169 Bar"
"Fabian Davidson",Barcade
"Fabian Wall","Rainbow Room"
"Fabian Wall","The NoMad Bar"
"Fabian Wall","The Summit Bar"
"Faith Donovan",Bua
"Faith Donovan","The Long Island Bar"
"Faiza Melton","e's Bar"
"Faiza Melton","Lucy's a.k.a. Blanche's Tavern"
"Fannie David",Subject
"Fanny Brooks","Beauty Bar"
"Fanny Brooks","Dead Rabbit"
"Fanny Brooks","The Central Bar"
"Fanny Sandoval","The Pool Lounge"
"Farhana Crouch","Amor y Amargo"
"Farhana Crouch","Ear Inn"
"Fatima Valenzuela","Employees Only"
"Fatima Valenzuela","Rose Bar"
"Fatima Valenzuela","Tonic Bar"
"Faustino Francis","Blue Bar"
"Faustino Francis",Mayahuel
"Faustino Francis",Mona's
"Faustino Guerra",Mace
"Faustino Obrien",PDT
"Faustino Obrien","Pegu Club"
"Fausto Vasquez",Donna
"Fay Lambert","Connolly's Bar"
"Fay Lambert",Mayahuel
"Fay Lambert","Townhouse of New York"
"Faye Chavez","Dive Bar"
"Faye Chavez","Pouring Ribbons"
"Faye Chavez","The Iron Horse Nyc"
"Faye Erickson","Clockwork Bar"
"Faye Erickson","Holiday Cocktail Lounge"
"Faye Erickson","The 13th Step"
"Faye Johnston",BlackTail
"Faye Johnston","e's Bar"
"Faye Johnston","The Pool Lounge"
"Faye Osborn","Beauty Bar"
"Faye Osborn","The Ginger Man"
"Faye Rangel","The NoMad Bar"
"Federico Mcguire","Jimmy's corner"
"Federico Mcguire",Rudy's
"Federico Mcguire","The Long Island Bar"
"Federico Mcguire","The Summit Bar"
"Federico Mcmillan","Angel's Share"
"Federico Mcmillan","e's Bar"
"Felecia Macdonald",Barcade
"Felecia Macdonald",Killmeyer's
"Felecia Macdonald",Mayahuel
"Felicia Gordon","Ear Inn"
"Felicia Gordon","The Pony Bar"
"Felicia Gordon","The Pool Lounge"
"Felicia Roman","Bar Nine"
"Felicia Schaefer","Copper & Oak"
"Felicia Schaefer","Keats Bar"
"Felicia Taylor","Gallow Green"
"Felicia Taylor",Julius'
"Felicia Taylor","Slowly Shirley"
"Felipe Mercer",Primo's
"Felipe Snyder","Raines Law Room"
"Felix Fischer","the Campbell"
"Felix Gonzales","Pegu Club"
"Felton Acevedo","Keats Bar"
"Felton Acevedo",Leyenda
"Felton Acevedo",Subject
"Felton Acevedo","The Counting Room"
"Felton Rollins","Connolly's Bar"
"Felton Rollins","Pegu Club"
"Ferdinand Aguilar","Orange Street"
"Ferdinand Aguilar",Subject
"Ferdinand Leonard","Dear Irving"
"Ferdinand Leonard",Mayahuel
"Ferdinand Leonard",PDT
"Ferdinand Norman",Boxer
"Ferdinand Norman",Dante
"Ferdinand Powers",Dante
"Ferdinand Powers",Leyenda
"Ferdinand Powers","Orange Street"
"Ferdinand Waters","Blind Tiger Ale House"
"Ferdinand Waters",Julius'
"Fermin Hess","Clover Club"
"Fermin Hess",Mayahuel
"Fermin Hess",PDT
"Fermin Kline","Dear Irving"
"Fermin Kline",Donna
"Fermin Kline",Mayahuel
"Fern Lester","e's Bar"
"Fern Lester","King Cole Bar"
"Fernando Barker",Barcade
"Fernando Mcdaniel","Old Town Bar"
"Fernando Ortega","Clover Club"
"Fidel Frank",Killmeyer's
"Fidel Frank","The Wayland"
"Fidel Frank","Townhouse of New York"
"Fidel Lynch","Aldo Sohm Wine Bar"
"Fidel Lynch","Blue Bar"
"Fidel Lynch","The Wayland"
"Fidel Petty","Bohemian Hall & Beer Garden"
"Fidel Petty","The Dead Rabbit"
"Fidel Rush",Bua
"Fidel Rush","Clockwork Bar"
"Fidel Rush",Primo's
"Filiberto Mullen","169 Bar"
"Filiberto Mullen","KGB Bar"
"Filiberto Mullen","Townhouse of New York"
"Filiberto Murray","Blue Bar"
"Filiberto Murray","Raines Law Room"
"Filiberto Skinner","Aldo Sohm Wine Bar"
"Filiberto Vazquez","Bar Goto"
"Filiberto Vazquez","Employees Only"
"Findlay Hopper","Little Branch"
"Finlay Galloway","Donovan's Pub"
"Finlay Galloway","Sugar East"
"Finnlay Legge","Blue Bar"
"Finnlay Legge",PDT
"Finnlay Legge","Townhouse of New York"
"Fletcher Mejia","Dear Irving"
"Fletcher Mejia","Raines Law Room"
"Fletcher Mejia","Townhouse of New York"
"Flora Proctor","Employees Only"
"Flora Proctor",Subject
"Florence Brock","Aldo Sohm Wine Bar"
"Florencio Alvarez",LENA
"Florencio Barajas",Killmeyer's
"Florencio Barajas","Lee's Tavern"
"Florencio Chapman",Apotheke
"Florencio Chapman","Broken Shaker"
"Florencio Chapman",Dante
"Florencio Lucas","Beauty Bar"
"Florencio Lucas","The Ginger Man"
"Florencio Mathis",Apotheke
"Florencio Mathis","Bar Sixtyfive"
"Florencio Mathis",Dante
"Florencio Mathis",Mace
"Florentino Bonilla",Mona's
"Florentino Molina",Barcade
"Florentino Molina","Bemelmans Bar"
"Florentino Molina","Dear Irving"
"Flossie Koch","e's Bar"
"Flossie Zhang","Gallow Green"
"Flossie Zhang",Julius'
"Floyd Grant","the Campbell"
"Floyd Grant","The Pony Bar"
"Floyd Silva","Little Branch"
"Floyd Silva","Rose Bar"
"Forest Rosales",Donna
"Forest Rosales","Lee's Tavern"
"Forest Rosales","Pegu Club"
"Forrest Mullins","Bar Sixtyfive"
"Forrest Mullins","Broken Shaker"
"Foster Mayo","Bronx Alehouse"
"Fran Marsh",Killmeyer's
"Frances Stanton","Amor y Amargo"
"Frances Stanton","Dutch Kills"
"Frances Stanton",LENA
"Francesca Hooper",Barcade
"Francesca Hooper","Spring Lounge"
"Francesca Hooper","The Wayland"
"Francesca Oneal",Mona's
"Francesca Oneal","Spring Lounge"
"Francine Montoya",Donna
"Francine Montoya",Mayahuel
"Francine Montoya","Spring Lounge"
"Francine Weeks","Old Town Bar"
"Francis Alexander","Bemelmans Bar"
"Francis Alexander",Mona's
"Francis Marquez",Mayahuel
"Francisca Cook","King Cole Bar"
"Francisca Cook","Until Tomorrow"
"Francisca Glass","Blind Tiger Ale House"
"Francisca Hamilton","Aldo Sohm Wine Bar"
"Francisca Hamilton","Blue Bar"
"Francisca Stone","The Aviary NYC"
"Francisca Stone","The Dead Rabbit"
"Francisco Gentry","Clover Club"
"Francisco Soto","Dear Irving"
"Francisco Soto",Mona's
"Francisco Soto",PDT
"Frank Parsons","Alewife Queens"
"Frank Parsons",Nowhere
"Frank Parsons","The 13th Step"
"Frankie Gentry",Julius'
"Frankie Gentry","Rose Bar"
"Frankie Hampton","Blue Bar"
"Frankie Hampton",Mayahuel
"Frankie Wu",Boxer
"Frankie Wu","Gallow Green"
"Frankie Wu","Keats Bar"
"Franklin Mcgrath","Blue Bar"
"Franklin Mcgrath","Dear Irving"
"Franklyn Sosa",7B
"Franklyn Sosa","Blue Bar"
"Franklyn Sosa","KGB Bar"
"Franklyn Sosa","Pegu Club"
"Fred Cross",Apotheke
"Fred Ochoa","Aldo Sohm Wine Bar"
"Fred Ochoa",Mayahuel
"Fred Ochoa",PDT
"Fred Riggs","Bemelmans Bar"
"Fred Riggs","Raines Law Room"
"Fred Riggs","Townhouse of New York"
"Freda Valdez","Lucy's a.k.a. Blanche's Tavern"
"Freddie Cabrera",d.b.a.
"Freddie Cabrera","Donovan's Pub"
"Freddie Singleton",Donna
"Freddy Doyle","Blue Bar"
"Freddy Doyle",Donna
"Freddy Doyle","Old Town Bar"
"Freddy Doyle","Spring Lounge"
"Frederick Berger","KGB Bar"
"Frederick Kirby","Aldo Sohm Wine Bar"
"Frederick Kirby",Mona's
"Frederick Kirby","Raines Law Room"
"Frederick Mcgee","Donovan's Pub"
"Frederick Mcgee",Nowhere
"Frederick Mcgee",Rudy's
"Frederick Mcguire","Blue Bar"
"Frederick Mcguire","Clover Club"
"Frederick Mcguire","Dear Irving"
"Fredric Cervantes","Employees Only"
"Freida Li","Dear Irving"
"Freida Li","Pegu Club"
"Frieda Boyd","Beauty Bar"
"Frieda Boyd","Dead Rabbit"
"Frieda Boyd","Donovan's Pub"
"Frieda Boyd","The 13th Step"
"Frieda Friedman","The Ginger Man"
"Frieda Lucas","169 Bar"
"Frieda Navarro",Barcade
"Frieda Navarro","Clover Club"
"Frieda Navarro","Spring Lounge"
"Frieda Walton","Rose Bar"
"Frieda Walton","Tonic Bar"
"Fritz Spencer","Pegu Club"
"Gabriel Ferrell","Bohemian Hall & Beer Garden"
"Gabriel Ferrell","Maison Premiere"
"Gabriel Ferrell","Zinc Bar"
"Gabriel Vazquez","Dive Bar"
"Gabriel Vazquez","King Cole Bar"
"Gabriela Cooper","Copper & Oak"
"Gabriela Cooper",Julius'
"Gabriela Maddox","Donovan's Pub"
"Gabriela Maddox","Holiday Cocktail Lounge"
"Gabriela Maddox","McSorley's Old Ale House"
"Gabriela Mora","Bohemian Hall & Beer Garden"
"Gabriela Mora","Dutch Kills"
"Gabrielle Hayden","169 Bar"
"Gabrielle Hayden",7B
"Gabrielle Hayden",Barcade
"Gabrielle Hayden","Spring Lounge"
"Gale Glover",Attaboy
"Gale Glover",d.b.a.
"Gale Glover","The Summit Bar"
"Gale Hall","Dear Irving"
"Galen Kaufman","Blind Tiger Ale House"
"Galen Kaufman","Employees Only"
"Galen Kaufman",Leyenda
"Galen Kaufman","Slowly Shirley"
"Galen White",d.b.a.
"Galen White",Primo's
"Galen White","The NoMad Bar"
"Garfield Chen","Bohemian Hall & Beer Garden"
"Garfield Chen","e's Bar"
"Garland Erickson","Lee's Tavern"
"Garland Erickson",Mona's
"Garland Erickson","Pegu Club"
"Garland Guerrero","169 Bar"
"Garland Guerrero","Bemelmans Bar"
"Garland Guerrero","Clover Club"
"Garland Guerrero","KGB Bar"
"Garret Roach","Dead Rabbit"
"Garret Roach","Jimmy's corner"
"Garret Roach","Rainbow Room"
"Garret Roach","Sugar East"
"Garrett Hancock","Alewife Queens"
"Garrett Hancock",d.b.a.
"Garrett Hancock","Ty Bar"
"Garrett Ho",Mona's
"Garth Paul","Donovan's Pub"
"Garth Paul","The Summit Bar"
"Gary Cantrell","Dead Rabbit"
"Gary Cantrell","Jimmy's corner"
"Gary Mack",Barcade
"Gary Mack","Old Town Bar"
"Gary Mack",PDT
"Gary Wilkinson",Mona's
"Gary Wilkinson","The Wayland"
"Gaston Hunter",d.b.a.
"Gaston Hunter","Rainbow Room"
"Gaston Maynard",Killmeyer's
"Gaston Mueller","Bronx Alehouse"
"Gavin Munoz","Tonic Bar"
"Gay Berry","Dead Rabbit"
"Gay Berry","Holiday Cocktail Lounge"
"Gay Cherry","Keats Bar"
"Gay Cherry",Nitecap
"Gay Cherry",Subject
"Gay Cherry","The Counting Room"
"Gay Shelton",Mona's
"Gay Vincent",d.b.a.
"Gay Vincent","The 13th Step"
"Gay Vincent","The Long Island Bar"
"Gayle Cervantes","Alewife Queens"
"Gayle Cervantes","Clockwork Bar"
"Gayle Cervantes","The Ginger Man"
"Gayle Cervantes","The Summit Bar"
"Gayle Hebert","169 Bar"
"Gayle Hebert","Connolly's Bar"
"Gayle Hebert",Donna
"Gaylord Jordan","Holiday Cocktail Lounge"
"Gaylord Jordan","The Long Island Bar"
"Gaylord Jordan","The Ship"
"Genaro Coleman","Beauty Bar"
"Genaro Coleman","Dead Rabbit"
"Genaro Coleman","The Long Island Bar"
"Gene Brown","Broken Shaker"
"Gene Brown",Dante
"Gene Brown","Slowly Shirley"
"Gene Castaneda","Dear Irving"
"Gene Castaneda",Mayahuel
"Gene Johns",7B
"Gene Johns","Pegu Club"
"Gene Prince",Apotheke
"Gene Prince","Keats Bar"
"Geneva Juarez","169 Bar"
"Geneva Juarez","Bemelmans Bar"
"Geneva Juarez","Dear Irving"
"Geneva Juarez","Townhouse of New York"
"Geneva Small","Amor y Amargo"
"Geneva Small","Maison Premiere"
"Geneva Small","The Pool Lounge"
"Genevieve Newman","Bar Goto"
"Genevieve Newman","Bar Sixtyfive"
"Genevieve Newman","Tonic Bar"
"Genevieve Randall","Connolly's Bar"
"Genevieve Robbins","Pegu Club"
"Genevieve Robbins","Spring Lounge"
"Geoffrey Estrada","ABC Beer Co."
"Geoffrey Estrada","Angel's Share"
"Geoffrey Estrada","Grand Banks"
"Geoffrey Estrada","The Pony Bar"
"Geoffrey Taylor",BlackTail
"Geoffrey Taylor","Lucy's a.k.a. Blanche's Tavern"
"Geoffrey Taylor","The Iron Horse Nyc"
"Georga Wainwright",7B
"Georga Wainwright",Mayahuel
"Georga Wainwright","Old Town Bar"
"George Hansen","Connolly's Bar"
"George Hansen",Killmeyer's
"George Lee",BlackTail
"George Lee","Pouring Ribbons"
"George Pierce",Attaboy
"George Thompson","Lee's Tavern"
"George Thompson","Pegu Club"
"Georgette Valdez",Apotheke
"Georgette Valdez","Bar Goto"
"Georgette Valdez","Blind Tiger Ale House"
"Georgette Valdez","Employees Only"
"Georgia Avery","Ty Bar"
"Georgia Booth","Aldo Sohm Wine Bar"
"Georgia Booth",PDT
"Georgia Booth","Raines Law Room"
"Georgia Booth","The Wayland"
"Georgia Giles","Alewife Queens"
"Georgia Giles",Attaboy
"Georgia Giles",Nowhere
"Georgina Downs","Clover Club"
"Georgina Lopez","Bemelmans Bar"
"Georgina Lopez","Pegu Club"
"Gerald Harrington","Bohemian Hall & Beer Garden"
"Gerald Mcguire","Little Branch"
"Gerald Mcguire","Tonic Bar"
"Gerald Werner","Townhouse of New York"
"Geraldine Simon","King Cole Bar"
"Geraldine Simon",Torst
"Geraldo Aguirre","Pegu Club"
"Geraldo Townsend","Donovan's Pub"
"Geraldo Townsend","The Central Bar"
"Geraldo Townsend","The Ship"
"Geraldo Ware",7B
"Gerard Collier","Bar Goto"
"Gerard Collier","Broken Shaker"
"Gerard Collier",Julius'
"Gerard Schneider","Phoenix Bar"
"Gerardo Alvarado",Barcade
"Gerardo Alvarado","Blue Bar"
"Gerardo Silva",Barcade
"Gerardo Silva",Donna
"Gerardo Silva","KGB Bar"
"Gerardo Silva",PDT
"German Mcguire",Dante
"German Mcguire","Gallow Green"
"German Mcguire","Orange Street"
"German Mcneil","Death & Company"
"German Mcneil","Dutch Kills"
"German Mcneil","Until Tomorrow"
"Gerry Schwartz","Phoenix Bar"
"Gertrude Burgess","Clockwork Bar"
"Gertrude Burgess","Holiday Cocktail Lounge"
"Gertrude Munoz",BlackTail
"Gertrude Munoz","Pouring Ribbons"
"Gil Hinton","169 Bar"
"Gil Landry",Boxer
"Gil Landry","Copper & Oak"
"Gil Landry",Julius'
"Gil Landry","The Counting Room"
"Gil Waller","Old Town Bar"
"Gilbert Davidson","Raines Law Room"
"Gilbert Davidson","Townhouse of New York"
"Gilbert Hardy","Clover Club"
"Gilbert Hardy","KGB Bar"
"Gilbert Hardy","Old Town Bar"
"Gilbert Stein","Bar Sixtyfive"
"Gilbert Stein",Julius'
"Gilbert Stein","Orange Street"
"Gilberto Malone",Killmeyer's
"Gilberto Malone","Old Town Bar"
"Gilberto Malone","Raines Law Room"
"Gilberto Malone","The Wayland"
"Gilberto Moss",Barcade
"Gilberto Shah","The Ship"
"Gilda Allison","Connolly's Bar"
"Gilda Allison","Raines Law Room"
"Gilda Booth","The Wayland"
"Gilda Conrad","Until Tomorrow"
"Gilda Conrad","Zinc Bar"
"Gilda Mcdaniel","Spring Lounge"
"Gilda Oconnell","Broken Shaker"
"Gilda Oconnell","Keats Bar"
"Gilda Oconnell",Nitecap
"Gilda Oconnell","Tonic Bar"
"Gilda Reeves","Lee's Tavern"
"Gilda Reeves",Mayahuel
"Gina Faulkner","Lucy's a.k.a. Blanche's Tavern"
"Gina Faulkner","The Pony Bar"
"Gina Faulkner","Zinc Bar"
"Gina Foley","Aldo Sohm Wine Bar"
"Gina Foley",PDT
"Gina Foley","Spring Lounge"
"Gina Maynard","Bronx Alehouse"
"Gina Olson",Leyenda
"Gina Olson",Nitecap
"Gina Olson","Rose Bar"
"Gina Olson","The Up & Up"
"Ginger Phillips","Dead Rabbit"
"Ginger Phillips","Jimmy's corner"
"Ginger Phillips","The NoMad Bar"
"Gino Livingston","The Wayland"
"Gino Mendez","Maison Premiere"
"Gino Wade","The Honeywell"
"Gino Wolf",PDT
"Giuseppe Rivera","Blue Bar"
"Giuseppe Rivera",Killmeyer's
"Giuseppe Rivera",Mona's
"Giuseppe Rivera","Pegu Club"
"Gladys Chavez","Bar Sixtyfive"
"Gladys Hammond","Raines Law Room"
"Glen Eaton","Raines Law Room"
"Glen Moran","KGB Bar"
"Glen Sampson","Bohemian Hall & Beer Garden"
"Glen Sampson","Please Don't Tell"
"Glen Sampson","The Pool Lounge"
"Glenda Walker",Mayahuel
"Glenn Lopez","Bronx Alehouse"
"Glenn Lopez","The Pool Lounge"
"Glenna Floyd","Bemelmans Bar"
"Glenna Floyd","KGB Bar"
"Gloria George",BlackTail
"Gloria George","Ear Inn"
"Goldie Lynch","Bemelmans Bar"
"Goldie Lynch",Killmeyer's
"Gonzalo Mooney","Clockwork Bar"
"Gonzalo Mooney","Jimmy's corner"
"Gonzalo Mooney","The Long Island Bar"
"Gonzalo Nelson",Killmeyer's
"Gonzalo Nelson",PDT
"Grace Farley","Dive Bar"
"Grace Gould","Old Town Bar"
"Grace Gould","Raines Law Room"
"Grace Petty","Bronx Alehouse"
"Grace Petty","Lucy's a.k.a. Blanche's Tavern"
"Grace Petty","The Aviary NYC"
"Gracie Atkins","Bronx Alehouse"
"Gracie Atkins","e's Bar"
"Gracie Gonzales","Aldo Sohm Wine Bar"
"Gracie Gonzales",Mona's
"Gracie Gonzales","Raines Law Room"
"Graciela Palmer","The Pony Bar"
"Graciela Rogers","Little Branch"
"Graciela Rogers","The Counting Room"
"Grady Wolfe","Dutch Kills"
"Grady Wolfe","e's Bar"
"Grady Wolfe","Zinc Bar"
"Graham Campos",Primo's
"Graham Campos","The Ginger Man"
"Graham Campos","The NoMad Bar"
"Graham Gillespie",Attaboy
"Graham Gillespie","Sugar East"
"Graham Gillespie","The 13th Step"
"Graham Long","Keats Bar"
"Graham Long","Orange Street"
"Graham Potter",Barcade
"Graham Potter",Mayahuel
"Graham Potter","The Wayland"
"Graig Cabrera","ABC Beer Co."
"Graig Patterson","Pouring Ribbons"
"Grant Duarte",Barcade
"Grant Duarte","Raines Law Room"
"Grant Vincent","The Iron Horse Nyc"
"Grant Vincent",Torst
"Granville Guerrero","169 Bar"
"Granville Guerrero",Donna
"Greg Carney","Clover Club"
"Greg Carney",Mona's
"Gregg Dougherty","The Up & Up"
"Gregg Mercer","KGB Bar"
"Gregg Mercer","Townhouse of New York"
"Gregg Nixon",Nowhere
"Gregg Nixon","The 13th Step"
"Gregg Nixon","Ty Bar"
"Gregg Stephenson",7B
"Gregg Stephenson","Bemelmans Bar"
"Gregg Stephenson",Mayahuel
"Gregory Marshall",Barcade
"Gregory Marshall","The Wayland"
"Greta Pratt","Aldo Sohm Wine Bar"
"Greta Pratt",Donna
"Greta Russell","Please Don't Tell"
"Greta Russell","Until Tomorrow"
